,ID,tweet_id,term,pos,pos_fre,neg_fre,label,fea_weight,normalize_weight
0,0,2,hilang,v,1,11,0,-1.8287500627924638,0.9723946371339562
1,1,2,mubazir,adj,1,2,0,-2.2881816814297613,0.7262719406412579
2,2,2,kasih,n,5,1,0,-4.288181681429761,-0.3451506019460958
3,3,2,kuning,n,1,2,0,-2.2881816814297613,0.7262719406412579
4,4,3,mahal,adj,4,2,0,-3.2881816814297613,0.19056066934758098
5,5,4,buruk,adj,1,19,0,-1.7772197621523818,1.0
6,6,4,daerah,n,5,3,0,-3.1182566799874487,0.2815914078948223
7,7,7,bawah,n,1,2,0,-2.2881816814297613,0.7262719406412579
8,8,9,habis,v,3,1,0,-3.703219180708605,-0.0317795970256366
9,9,10,lambat,adj,1,4,0,-2.0251472755959674,0.8671824365844565
10,10,11,buruk,adj,1,19,0,-1.7772197621523818,1.0
11,11,11,susah,adj,3,11,0,-2.0511424841289116,0.8532565103737288
12,12,11,mending,adj,3,1,0,-3.703219180708605,-0.0317795970256366
13,13,13,cari,v,2,1,0,-3.2881816814297613,0.19056066934758098
14,14,15,mohon,v,2,1,0,-3.2881816814297613,0.19056066934758098
15,15,17,suka,adj,4,2,0,-3.2881816814297613,0.19056066934758098
16,16,18,susah,adj,3,11,0,-2.0511424841289116,0.8532565103737288
17,17,19,mahal,adj,4,2,0,-3.2881816814297613,0.19056066934758098
18,18,20,mahal,adj,4,2,0,-3.2881816814297613,0.19056066934758098
19,19,21,atas,n,1,2,0,-2.2881816814297613,0.7262719406412579
20,20,21,angin,n,3,1,0,-3.703219180708605,-0.0317795970256366
21,21,22,murah,adj,3,5,0,-2.3812910858212426,0.6763921832453004
22,22,22,banting,v,1,2,0,-2.2881816814297613,0.7262719406412579
23,23,23,kaya,adj,3,3,0,-2.703219180708605,0.5039316742680402
24,24,23,bulan,n,2,1,0,-3.2881816814297613,0.19056066934758098
25,25,23,kaya,adj,3,3,0,-2.703219180708605,0.5039316742680402
26,26,23,tolong,v,6,1,0,-4.510574102766209,-0.4642887287063232
27,27,24,mahal,adj,4,2,0,-3.2881816814297613,0.19056066934758098
28,28,25,suka,adj,4,2,0,-3.2881816814297613,0.19056066934758098
29,29,25,hilang,v,1,11,0,-1.8287500627924638,0.9723946371339562
30,30,25,main,v,4,1,0,-4.025147275595967,-0.20424010600289688
31,31,26,buka,v,2,3,0,-2.4401847748748113,0.6448421702112386
32,32,27,bagus,adj,13,1,0,-5.510574102766209,-1.0
33,33,27,daerah,n,5,3,0,-3.1182566799874487,0.2815914078948223
34,34,28,awas,v,2,1,0,-3.2881816814297613,0.19056066934758098
35,35,28,sahabat,n,6,1,0,-4.510574102766209,-0.4642887287063232
36,36,29,turun,v,2,7,0,-2.065789260093313,0.8454100674014855
37,37,29,kaya,adj,3,3,0,-2.703219180708605,0.5039316742680402
38,38,30,bagus,adj,13,1,1,-1.923996839675133,0.9213698652035165
39,39,30,masak,adj,3,1,1,-2.232119135037465,0.7563052786410356
40,40,30,kalah,v,1,8,1,-4.987006637200934,-0.7195190074140181
41,41,31,bagus,adj,13,1,1,-1.923996839675133,0.9213698652035165
42,42,31,daerah,n,5,3,1,-2.4951535408712586,0.6153947826978372
43,43,33,gada,n,2,1,0,-3.2881816814297613,0.19056066934758098
44,44,35,mahal,adj,4,2,0,-3.2881816814297613,0.19056066934758098
45,45,35,sesuai,n,3,1,0,-3.703219180708605,-0.0317795970256366
46,46,35,kecewa,adj,1,4,0,-2.0251472755959674,0.8671824365844565
47,47,35,berat,adj,6,10,0,-2.3812910858212426,0.6763921832453004
48,48,35,sesuai,n,3,1,0,-3.703219180708605,-0.0317795970256366
49,49,36,kena,v,1,2,0,-2.2881816814297613,0.7262719406412579
50,50,36,tunggu,v,1,2,0,-2.2881816814297613,0.7262719406412579
51,51,36,harga,n,2,1,0,-3.2881816814297613,0.19056066934758098
52,52,36,mahal,adj,4,2,0,-3.2881816814297613,0.19056066934758098
53,53,37,murah,adj,3,5,1,-3.232119135037465,0.22059400734735868
54,54,38,bingit,adj,1,2,0,-2.2881816814297613,0.7262719406412579
55,55,39,tolong,v,6,1,0,-4.510574102766209,-0.4642887287063232
56,56,39,lanjut,adj,2,2,0,-2.703219180708605,0.5039316742680402
57,57,40,sahabat,n,6,1,0,-4.510574102766209,-0.4642887287063232
58,58,41,lambat,adj,1,4,0,-2.0251472755959674,0.8671824365844565
59,59,42,baik,adj,13,1,1,-1.923996839675133,0.9213698652035165
60,60,44,daerah,n,5,3,0,-3.1182566799874487,0.2815914078948223
61,61,45,daerah,n,5,3,0,-3.1182566799874487,0.2815914078948223
62,62,45,kaya,adj,3,3,0,-2.703219180708605,0.5039316742680402
63,63,46,daerah,n,5,3,0,-3.1182566799874487,0.2815914078948223
64,64,46,hilang,v,1,11,0,-1.8287500627924638,0.9723946371339562
65,65,47,daerah,n,5,3,0,-3.1182566799874487,0.2815914078948223
66,66,48,daerah,n,5,3,1,-2.4951535408712586,0.6153947826978372
67,67,48,stabil,adj,2,4,1,-3.4020441364797773,0.12956326880011781
68,68,48,mohon,v,2,1,1,-2.4020441364797773,0.6652745400937947
69,69,49,daerah,n,5,3,0,-3.1182566799874487,0.2815914078948223
70,70,50,dasar,n,4,4,0,-2.703219180708605,0.5039316742680402
71,71,50,goblok,adj,1,3,0,-2.1182566799874487,0.817302679188499
72,72,50,daerah,n,5,3,0,-3.1182566799874487,0.2815914078948223
73,73,50,rendah,adj,2,19,0,-1.8476090900437798,0.9622916436697917
74,74,50,lambat,adj,1,4,0,-2.0251472755959674,0.8671824365844565
75,75,50,mending,adj,3,1,0,-3.703219180708605,-0.0317795970256366
76,76,51,malam,n,1,2,0,-2.2881816814297613,0.7262719406412579
77,77,52,susah,adj,3,11,0,-2.0511424841289116,0.8532565103737288
78,78,53,mohon,v,2,1,0,-3.2881816814297613,0.19056066934758098
79,79,53,kuat,adj,18,9,0,-3.2881816814297613,0.19056066934758098
80,80,53,susah,adj,3,11,0,-2.0511424841289116,0.8532565103737288
81,81,56,daerah,n,5,3,0,-3.1182566799874487,0.2815914078948223
82,82,56,jalan,n,2,2,0,-2.703219180708605,0.5039316742680402
83,83,56,mohon,v,2,1,0,-3.2881816814297613,0.19056066934758098
84,84,58,harga,n,2,1,0,-3.2881816814297613,0.19056066934758098
85,85,58,murah,adj,3,5,0,-2.3812910858212426,0.6763921832453004
86,86,58,gede,adj,4,1,0,-4.025147275595967,-0.20424010600289688
87,87,60,mahal,adj,4,2,0,-3.2881816814297613,0.19056066934758098
88,88,63,bangga,adj,3,1,0,-3.703219180708605,-0.0317795970256366
89,89,64,mahal,adj,4,2,0,-3.2881816814297613,0.19056066934758098
90,90,67,jadi,v,2,2,1,-2.817081635758621,0.44293427372057703
91,91,67,lancar,adj,3,3,1,-2.817081635758621,0.44293427372057703
92,92,68,hari,n,5,1,1,-2.0801160415924147,0.8377350490710551
93,93,69,luar,adj,3,1,0,-3.703219180708605,-0.0317795970256366
94,94,70,kena,v,1,2,1,-3.4020441364797773,0.12956326880011781
95,95,71,cacat,n,1,10,0,-1.84072270445854,0.9659807580462789
96,96,72,mahal,adj,4,2,0,-3.2881816814297613,0.19056066934758098
97,97,75,hari,n,5,1,0,-4.288181681429761,-0.3451506019460958
98,98,75,daerah,n,5,3,0,-3.1182566799874487,0.2815914078948223
99,99,75,cek,n,3,1,0,-3.703219180708605,-0.0317795970256366
100,100,76,sulit,adj,4,7,0,-2.355295877288298,0.6903181094560285
101,101,77,gila,adj,5,10,0,-2.2881816814297613,0.7262719406412579
102,102,77,kaya,adj,3,3,0,-2.703219180708605,0.5039316742680402
103,103,78,darurat,n,1,2,0,-2.2881816814297613,0.7262719406412579
104,104,80,kali,n,2,1,0,-3.2881816814297613,0.19056066934758098
105,105,80,kali,n,2,1,0,-3.2881816814297613,0.19056066934758098
106,106,80,hasil,n,4,3,0,-2.925611602045053,0.3847935475078126
107,107,82,stabil,adj,2,4,1,-3.4020441364797773,0.12956326880011781
108,108,82,susah,adj,3,11,1,-4.039474057095069,-0.2119151243333277
109,109,82,komunikasi,n,2,1,1,-2.4020441364797773,0.6652745400937947
110,110,84,hari,n,5,1,0,-4.288181681429761,-0.3451506019460958
111,111,84,hilang,v,1,11,0,-1.8287500627924638,0.9723946371339562
112,112,84,hilang,v,1,11,0,-1.8287500627924638,0.9723946371339562
113,113,85,hasil,n,4,3,1,-2.6244365578162254,0.5461364133335671
114,114,86,hati,n,3,3,0,-2.703219180708605,0.5039316742680402
115,115,86,hati,n,3,3,0,-2.703219180708605,0.5039316742680402
116,116,89,bonus,n,2,1,0,-3.2881816814297613,0.19056066934758098
117,117,91,takut,adj,1,10,0,-1.84072270445854,0.9659807580462789
118,118,92,mahal,adj,4,2,0,-3.2881816814297613,0.19056066934758098
119,119,92,rata,adj,5,2,0,-3.510574102766209,0.07142254258735359
120,120,92,jalan,n,2,2,0,-2.703219180708605,0.5039316742680402
121,121,93,buka,v,2,3,0,-2.4401847748748113,0.6448421702112386
122,122,94,buruk,adj,1,19,0,-1.7772197621523818,1.0
123,123,94,susah,adj,3,11,0,-2.0511424841289116,0.8532565103737288
124,124,94,mending,adj,3,1,0,-3.703219180708605,-0.0317795970256366
125,125,95,bom,n,1,2,0,-2.2881816814297613,0.7262719406412579
126,126,95,bodoh,adj,7,11,0,-2.41371256351362,0.6590236322134972
127,127,95,mahal,adj,4,2,0,-3.2881816814297613,0.19056066934758098
128,128,96,bangsat,n,1,8,0,-1.8731441821509174,0.9486122070144758
129,129,97,cek,n,3,1,0,-3.703219180708605,-0.0317795970256366
130,130,98,cek,n,3,1,0,-3.703219180708605,-0.0317795970256366
131,131,100,muncul,v,4,3,0,-2.925611602045053,0.3847935475078126
132,132,102,kek,n,1,2,0,-2.2881816814297613,0.7262719406412579
133,133,104,kali,n,2,1,0,-3.2881816814297613,0.19056066934758098
134,134,104,tinggal,v,3,2,0,-3.0251472755959674,0.3314711652907798
135,135,105,suka,adj,4,2,0,-3.2881816814297613,0.19056066934758098
